CrimeDate,CrimeTime,CrimeCode,Location,Description,Weapon,Post,District,Neighborhood,Latitude,Longitude
1/21/16,10:53:00,3AK,2400 LOYOLA NORTHWAY,ROBBERY - STREET,KNIFE,533,NORTHERN,Greenspring,39.33885,-76.65853
1/21/16,11:00:00,6G,1700 RUXTON AVE,LARCENY,,723,WESTERN,Coppin Heights/Ash-Co-East,39.30783,-76.65496
1/21/16,11:03:00,4E,2100 SINCLAIR LN,COMMON ASSAULT,HANDS,331,NORTHEASTERN,South Clifton Park,39.31427,-76.58857
1/21/16,11:13:00,6L,100 W LEXINGTON ST,LARCENY,,111,CENTRAL,Downtown,39.29159,-76.61739
1/21/16,11:30:00,4B,400 FALLSWAY,AGG. ASSAULT,KNIFE,312,EASTERN,Penn-Fallsway,39.29339,-76.60937
1/21/16,11:30:00,4F,200 GUILFORD AVE,ASSAULT BY THREAT,,111,CENTRAL,Downtown,39.29148,-76.61114
1/21/16,12:40:00,6D,1100 E LOMBARD ST,LARCENY FROM AUTO,,211,SOUTHEASTERN,Jonestown,39.28974,-76.60085
1/21/16,13:15:00,4E,2500 E NORTHERN PKWY,COMMON ASSAULT,HANDS,423,NORTHEASTERN,Hamilton Hills,39.36674,-76.56224
1/21/16,13:30:00,6G,1700 E NORTHERN PKWY,LARCENY,,415,NORTHEASTERN,Loch Raven,39.36666,-76.58312
1/21/16,14:00:00,3AO,900 BENNETT PL,ROBBERY - STREET,OTHER,713,WESTERN,Harlem Park,39.29496,-76.63314
1/21/16,14:00:00,4C,3000 NORMOUNT CT,AGG. ASSAULT,OTHER,813,SOUTHWESTERN,Rosemont,39.30268,-76.66826
1/21/16,14:00:00,5A,2600 WILKENS AVE,BURGLARY,,841,SOUTHWESTERN,Millhill,39.27841,-76.65737
1/21/16,14:00:00,6E,4200 EASTERN AVE,LARCENY,,242,SOUTHEASTERN,Canton Industrial Area,39.28684,-76.56073
1/21/16,14:20:00,3AF,500 N BRICE ST,ROBBERY - STREET,FIREARM,722,WESTERN,Midtown-Edmondson,39.29414,-76.64976
1/21/16,14:25:00,6C,2000 HARFORD RD,LARCENY,,342,EASTERN,East Baltimore Midway,39.31351,-76.59872
1/21/16,14:25:00,4E,2000 HARFORD RD,COMMON ASSAULT,HANDS,342,EASTERN,East Baltimore Midway,39.31351,-76.59872
1/21/16,14:41:25,2A,2400 W BELVEDERE AVE,RAPE,OTHER,532,NORTHERN,Levindale,39.35448,-76.66237
1/21/16,14:50:00,4F,100 E HEATH ST,ASSAULT BY THREAT,,942,SOUTHERN,Riverside,39.27065,-76.61148
1/21/16,15:00:00,7A,,AUTO THEFT,,,,,,
1/21/16,15:00:00,6D,800 ARNOLD CT,LARCENY FROM AUTO,,313,EASTERN,Gay Street,39.30002,-76.59503
1/21/16,15:00:00,5F,900 WOODBOURNE AVE,BURGLARY,,523,NORTHERN,Cameron Village,39.3547,-76.60212
1/21/16,15:00:00,5A,600 WASHBURN AVE,BURGLARY,,913,SOUTHERN,Brooklyn,39.23405,-76.6027
1/21/16,15:05:00,3CF,200 PARK AVE,ROBBERY - COMMERCIAL,FIREARM,111,CENTRAL,Downtown,39.29249,-76.61812
1/21/16,15:13:00,3CF,2500 BELAIR RD,ROBBERY - COMMERCIAL,FIREARM,434,NORTHEASTERN,Belair-Edison,39.31793,-76.57787
1/21/16,15:45:00,6B,900 E 33RD ST,LARCENY,,412,NORTHEASTERN,Ednor Gardens-Lakeside,39.32843,-76.60333
1/21/16,15:50:00,6C,1200 W PRATT ST,LARCENY,,932,SOUTHERN,Washington Village/Pigtown,39.28558,-76.63741
1/21/16,16:00:00,7A,5600 ALBANENE PL,AUTO THEFT,,444,NORTHEASTERN,Frankford,39.3359,-76.53711
1/21/16,16:00:00,5A,2100 N CHARLES ST,BURGLARY,,514,NORTHERN,Charles North,39.3135,-76.61667
1/21/16,16:00:00,4F,1000 N CALVERT ST,ASSAULT BY THREAT,,141,CENTRAL,Mid-Town Belvedere,39.30155,-76.6132
1/21/16,16:05:00,4E,500 S CHARLES ST,COMMON ASSAULT,HANDS,941,SOUTHERN,Otterbein,39.28306,-76.61469
1/21/16,20:47:00,5A,1400 POPLAR GROVE ST,BURGLARY,,813,SOUTHWESTERN,Northwest Community Action,39.30374,-76.66549
1/21/16,21:24:00,6G,1800 PENNSYLVANIA AVE,LARCENY,,123,CENTRAL,Upton,39.30436,-76.63571
1/21/16,21:29:00,4A,4000 OLD YORK RD,AGG. ASSAULT,FIREARM,542,NORTHERN,Pen Lucy,39.33856,-76.60755
1/21/16,21:55:00,4E,500 E PATAPSCO AVE,COMMON ASSAULT,HANDS,913,SOUTHERN,Brooklyn,39.23658,-76.60329
1/21/16,2129,9S,4000 OLD YORK RD,SHOOTING,FIREARM,542,NORTHERN,Pen Lucy,39.33812,-76.60761
1/21/16,22:00:00,7A,2100 W SARATOGA ST,AUTO THEFT,,714,WESTERN,Penrose/Fayette Street Outreach,39.29186,-76.65045
1/21/16,22:00:00,6D,1000 ELLICOTT DY,LARCENY FROM AUTO,,814,SOUTHWESTERN,Winchester,39.30025,-76.66888
1/21/16,22:00:00,6E,300 ELRINO ST,LARCENY,,241,SOUTHEASTERN,Bayview,39.29001,-76.54302
1/21/16,22:04:00,4E,900 N CALVERT ST,COMMON ASSAULT,HANDS,142,CENTRAL,Mount Vernon,39.30019,-76.6131
1/21/16,23:00:00,6D,6100 ALTA AVE,LARCENY FROM AUTO,,425,NORTHEASTERN,Rosemont East,39.35424,-76.54468
1/21/16,23:15:00,3B,3200 HOLLINS FERRY RD,ROBBERY - STREET,,923,SOUTHERN,Lakeland,39.2511,-76.64703
1/21/16,23:18:00,5D,3000 WASHINGTON BLVD,BURGLARY,,831,SOUTHWESTERN,Morrell Park,39.26005,-76.65987
1/21/16,23:40:00,6B,ST & OLDHAM ST,LARCENY,,242,SOUTHEASTERN,Greektown,39.28604,-76.55572
1/21/16,23:52:00,7A,5700 EASTBURY AVE,AUTO THEFT,,443,NORTHEASTERN,Frankford,39.31843,-76.5487
1/20/16,14:41:00,5B,500 S HANOVER ST,BURGLARY,,941,SOUTHERN,Otterbein,39.28263,-76.61595
1/20/16,15:00:00,6G,3100 W NORTH AVE,LARCENY,,813,SOUTHWESTERN,Northwest Community Action,39.30891,-76.66966
1/20/16,15:15:00,4E,3000 AUCHENTOROLY TER,COMMON ASSAULT,HANDS,732,WESTERN,Parkview/Woodbrook,39.31662,-76.64599
1/20/16,16:00:00,5C,6600 PIONEER DR,BURGLARY,,423,NORTHEASTERN,Hamilton Hills,39.36776,-76.57287
1/20/16,16:00:00,3GF,200 W 28TH ST,ROBBERY - COMMERCIAL,FIREARM,511,NORTHERN,Remington,39.32167,-76.62044
1/20/16,16:40:00,4C,3400 7TH ST,AGG. ASSAULT,OTHER,913,SOUTHERN,Brooklyn,39.23871,-76.59935
1/20/16,16:44:00,3AF,3700 GLEN AVE,ROBBERY - STREET,FIREARM,632,NORTHWESTERN,Glen,39.35456,-76.69051
1/20/16,16:50:00,6D,5100 BALTIMORE NATIONAL PI,LARCENY FROM AUTO,,823,SOUTHWESTERN,Westgate,39.29157,-76.71031
1/20/16,17:00:00,6D,5100 BALTIMORE NATIONAL PI,LARCENY FROM AUTO,,823,SOUTHWESTERN,Westgate,39.29157,-76.71031
1/20/16,17:00:00,6D,PRATT ST & S EDEN ST,LARCENY FROM AUTO,,212,SOUTHEASTERN,Washington Hill,39.28903,-76.59855
1/20/16,17:10:00,5A,4900 GUNTHER AV,BURGLARY,,443,NORTHEASTERN,Frankford,39.32601,-76.55121
1/20/16,17:15:00,4E,2000 N EDGEWOOD ST,COMMON ASSAULT,HANDS,812,SOUTHWESTERN,Fairmont,39.31003,-76.67597
1/20/16,17:15:00,5A,3700 BOARMAN AVE,BURGLARY,,642,NORTHWESTERN,Callaway-Garrison,39.33456,-76.67683
1/20/16,17:35:00,3AF,5500 PRICE AVE,ROBBERY - STREET,FIREARM,623,NORTHWESTERN,Woodmere,39.34926,-76.68962
1/20/16,18:00:00,3B,500 PARKSLEY AVE,ROBBERY - STREET,,832,SOUTHWESTERN,Gwynns Falls,39.27878,-76.6657
1/20/16,18:00:00,4C,2000 WESTWOOD AVE,AGG. ASSAULT,OTHER,741,WESTERN,Easterwood,39.30873,-76.65041
1/20/16,18:20:00,4E,1200 BAYARD ST,COMMON ASSAULT,HANDS,932,SOUTHERN,Washington Village/Pigtown,39.27931,-76.63643
1/20/16,14:30:00,4C,800 N PORT ST,AGG. ASSAULT,OTHER,323,EASTERN,Milton-Montford,39.30043,-76.58308
1/20/16,12:06:00,4E,NORTH AV & GREENMOUNT AV,COMMON ASSAULT,HANDS,342,EASTERN,Barclay,39.31141,-76.60946
1/20/16,12:20:00,3B,2100 E BALTIMORE ST,ROBBERY - STREET,,212,SOUTHEASTERN,Butcher's Hill,39.29181,-76.58733
1/20/16,12:23:00,5A,700 EVESHAM AVE,BURGLARY,,522,NORTHERN,Evesham Park,39.36514,-76.60717
1/20/16,13:00:00,6G,4900 CLIFTON AVE,LARCENY,,821,SOUTHWESTERN,Franklintown,39.30688,-76.70661
1/20/16,13:00:00,5A,500 WOODSIDE RD,BURGLARY,,823,SOUTHWESTERN,Ten Hills,39.28892,-76.70554
1/20/16,13:15:00,6D,ST & S EDEN ST,LARCENY FROM AUTO,,211,SOUTHEASTERN,Washington Hill,39.2874,-76.59843
1/20/16,13:28:00,7A,2200 DRUID HILL AVE,AUTO THEFT,,131,CENTRAL,Druid Heights,39.30952,-76.63783
1/20/16,13:30:00,5A,1100 SHERWOOD AVE,BURGLARY,,522,NORTHERN,Glen Oaks,39.36543,-76.59695
1/20/16,13:50:00,6G,2700 WASHINGTON BLVD,LARCENY,,831,SOUTHWESTERN,Morrell Park,39.26417,-76.65528
1/20/16,14:00:00,6J,200 N CAROLINE ST,LARCENY,,212,SOUTHEASTERN,Dunbar-Broadway,39.29434,-76.59738
1/20/16,14:00:00,6D,600 DRYDEN DR,LARCENY FROM AUTO,,822,SOUTHWESTERN,Hunting Ridge,39.29513,-76.69909
1/20/16,14:00:00,5A,200 N ELLWOOD AVE,BURGLARY,,224,SOUTHEASTERN,Ellwood Park/Monument,39.2949,-76.57347
1/20/16,22:30:00,6D,0 W 24TH ST,LARCENY FROM AUTO,,514,NORTHERN,Old Goucher,39.31635,-76.6177
1/20/16,22:33:00,4E,3200 MONDAWMIN AVE,COMMON ASSAULT,HANDS,641,NORTHWESTERN,Hanlon-Longwood,39.31528,-76.67204
1/20/16,22:45:00,4E,1500 MONTPELIER ST,COMMON ASSAULT,HANDS,411,NORTHEASTERN,Coldstream Homestead Montebello,39.32096,-76.59702
1/20/16,22:45:00,4E,1500 MONTPELIER ST,COMMON ASSAULT,HANDS,411,NORTHEASTERN,Coldstream Homestead Montebello,39.32096,-76.59702
1/20/16,23:18:00,3AF,1500 LOCHWOOD RD,ROBBERY - STREET,FIREARM,412,NORTHEASTERN,Hillen,39.34276,-76.59164
1/20/16,23:39:00,5A,1600 WILKENS AVE,BURGLARY,,935,SOUTHERN,New Southwest/Mount Clare,39.28355,-76.64236
1/20/16,23:50:00,6C,1000 W 41ST ST,LARCENY,,541,NORTHERN,Hoes Heights,39.33756,-76.63474
1/20/16,1:06:19,2A,6600 Vincent Ln,RAPE,OTHER,631,NORTHWESTERN,Reisterstown Station,39.35508,-76.70859
1/20/16,1:15:00,7A,2600 DENISON ST,AUTO THEFT,,641,NORTHWESTERN,Hanlon-Longwood,39.31633,-76.67459
1/20/16,1:59:00,3CF,3200 HOLLINS FERRY RD,ROBBERY - COMMERCIAL,FIREARM,923,SOUTHERN,Lakeland,39.25122,-76.647
1/20/16,2:00:00,4B,600 W LEXINGTON ST,AGG. ASSAULT,KNIFE,121,CENTRAL,University Of Maryland,39.29139,-76.62433
1/20/16,2:39:00,5D,1700 W LANVALE ST,BURGLARY,,713,WESTERN,Harlem Park,39.29761,-76.64512
1/20/16,2:49:00,4E,1500 RUSSELL ST,COMMON ASSAULT,HANDS,941,SOUTHERN,Carroll - Camden Industrial Area,39.27408,-76.62769
1/20/16,3:00:00,6E,2400 BAKER ST,LARCENY,,723,WESTERN,Coppin Heights/Ash-Co-East,39.30632,-76.65647
1/20/16,5:00:00,6J,1000 N CALVERT ST,LARCENY,,141,CENTRAL,Mid-Town Belvedere,39.30173,-76.61321
1/20/16,6:20:00,4E,1000 AISQUITH ST,COMMON ASSAULT,HANDS,311,EASTERN,Johnston Square,39.30167,-76.60201
1/20/16,6:50:00,7A,FRANKLIN ST & N PAYSON ST,AUTO THEFT,,722,WESTERN,Midtown-Edmondson,39.29378,-76.64899
1/20/16,6:50:00,7A,1800 E NORTH AVE,AUTO THEFT,,342,EASTERN,South Clifton Park,39.31224,-76.59296
1/20/16,6:50:00,7A,1900 GREENBERRY RD,AUTO THEFT,,533,NORTHERN,Mount Washington,39.36021,-76.65504
1/20/16,7:05:00,6J,3000 CHERRYLAND RD,LARCENY,,922,SOUTHERN,Cherry Hill,39.24839,-76.62363
1/20/16,7:10:00,7A,1700 N DUKELAND ST,AUTO THEFT,,813,SOUTHWESTERN,Northwest Community Action,39.30739,-76.66345
1/20/16,7:45:00,5A,3000 DUPONT AVE,BURGLARY,,532,NORTHERN,Parklane,39.34413,-76.66638
1/20/16,7:50:00,7A,2300 BRADDISH AVE,AUTO THEFT,,731,WESTERN,Panway/Braddish Avenue,39.31359,-76.6615
1/20/16,7:50:00,7A,100 S EXETER ST,AUTO THEFT,,211,SOUTHEASTERN,Jonestown,39.28842,-76.6019
1/20/16,7:53:00,7A,2700 N ROSEDALE ST,AUTO THEFT,,641,NORTHWESTERN,Hanlon-Longwood,39.31716,-76.66951
1/20/16,8:00:00,6G,4600 E MONUMENT ST,LARCENY,,333,EASTERN,Orangeville,39.29997,-76.5579
1/20/16,8:00:00,6E,500 CUMBERLAND ST,LARCENY,,131,CENTRAL,Druid Heights,39.30993,-76.64082
1/20/16,8:00:00,5A,4600 BRIARCLIFT RD,BURGLARY,,822,SOUTHWESTERN,Hunting Ridge,39.29981,-76.69932
1/20/16,8:17:00,7A,1200 WHITELOCK ST,AUTO THEFT,,733,WESTERN,Penn North,39.31204,-76.6387
1/20/16,8:30:00,6C,0 E FAYETTE ST,LARCENY,,111,CENTRAL,Downtown,39.29037,-76.61456
1/20/16,9:00:00,5A,4200 TOWANDA AVE,BURGLARY,,613,NORTHWESTERN,Towanda-Grantley,39.33629,-76.66729
1/20/16,9:00:00,5A,4500 HOMER AVE,BURGLARY,,614,NORTHWESTERN,Central Park Heights,39.34103,-76.6691
1/20/16,9:30:00,5A,3200 MASSACHUSETTS AVE,BURGLARY,,842,SOUTHWESTERN,Carroll-South Hilton,39.28388,-76.67074
1/20/16,10:00:00,6D,0 E MULBERRY ST,LARCENY FROM AUTO,,111,CENTRAL,Downtown,39.29415,-76.61537
1/20/16,10:00:00,6D,3200 FLEET ST,LARCENY FROM AUTO,,232,SOUTHEASTERN,Canton,39.28541,-76.57115
1/20/16,10:00:00,5A,1100 POPLAR GROVE ST,BURGLARY,,814,SOUTHWESTERN,Franklintown Road,39.30067,-76.6653
1/20/16,10:30:00,6C,300 LIGHT ST,LARCENY,,112,CENTRAL,Inner Harbor,39.285,-76.61309
1/20/16,11:00:00,6J,1600 CLARKSON ST,LARCENY,,942,SOUTHERN,South Baltimore,39.27072,-76.61596
1/20/16,11:15:00,3K,1400 WARD ST,ROBBERY - RESIDENCE,,932,SOUTHERN,Washington Village/Pigtown,39.27876,-76.6367
1/20/16,11:15:00,4E,1400 WARD ST,COMMON ASSAULT,HANDS,932,SOUTHERN,Washington Village/Pigtown,39.27876,-76.6367
1/20/16,11:15:00,3AF,3200 W NORTH AVE,ROBBERY - STREET,FIREARM,811,SOUTHWESTERN,Walbrook,39.30896,-76.67102
1/20/16,11:30:00,4E,0 CALVERT ST,COMMON ASSAULT,HANDS,913,SOUTHERN,Brooklyn,39.23326,-76.60597
1/20/16,11:30:00,5A,500 NICOLL AVE,BURGLARY,,522,NORTHERN,Evesham Park,39.36594,-76.60964
1/20/16,11:30:00,6C,3700 BOSTON ST,LARCENY,,233,SOUTHEASTERN,Canton Industrial Area,39.27709,-76.56525
1/20/16,11:50:00,4E,ST & TIVOLY AV,COMMON ASSAULT,HANDS,411,NORTHEASTERN,Coldstream Homestead Montebello,39.32751,-76.59207
1/20/16,12:00:00,5D,7100 HARFORD RD,BURGLARY,,424,NORTHEASTERN,North Harford Road,39.36794,-76.54788
1/20/16,12:00:00,5A,1900 W NORTH AVE,BURGLARY,,731,WESTERN,Mondawmin,39.3098,-76.64931
1/20/16,12:06:00,4E,NORTH AV & GREENMOUNT AV,COMMON ASSAULT,HANDS,342,EASTERN,Barclay,39.31141,-76.60946
1/20/16,18:48:23,2A,2500 MARYLAND AVE,RAPE,OTHER,512,NORTHERN,Charles Village,39.31846,-76.61836
1/20/16,19:25:00,3B,3200 FLEET ST,ROBBERY - STREET,,232,SOUTHEASTERN,Canton,39.28549,-76.57064
1/20/16,19:25:00,3B,3200 FLEET ST,ROBBERY - STREET,,232,SOUTHEASTERN,Canton,39.28549,-76.57064
1/20/16,19:30:00,4A,900 BENNETT PL,AGG. ASSAULT,FIREARM,713,WESTERN,Harlem Park,39.29505,-76.6325
1/20/16,19:30:00,5A,1300 CARROLL ST,BURGLARY,,932,SOUTHERN,Washington Village/Pigtown,39.27918,-76.63516
1/20/16,20:00:00,4E,400 N KENWOOD AVE,COMMON ASSAULT,HANDS,221,SOUTHEASTERN,McElderry Park,39.2961,-76.57783
1/20/16,20:00:00,6E,3700 GELSTON DR,LARCENY,,844,SOUTHWESTERN,Edgewood,39.29558,-76.67936
1/20/16,20:00:00,6J,3100 CEDARHURST RD,LARCENY,,426,NORTHEASTERN,Moravia-Walther,39.34248,-76.56794
1/20/16,20:00:00,6E,3500 E FAIRMOUNT AVE,LARCENY,,223,SOUTHEASTERN,Baltimore Highlands,39.29367,-76.56833
1/20/16,20:00:00,6D,100 N DECKER AVE,LARCENY FROM AUTO,,222,SOUTHEASTERN,Patterson Park Neighborhood,39.29406,-76.57413
1/20/16,20:16:00,6D,3300 BOSTON ST,LARCENY FROM AUTO,,233,SOUTHEASTERN,Canton Industrial Area,39.27698,-76.56921
1/20/16,20:40:00,6D,4100 REISTERSTOWN RD,LARCENY FROM AUTO,,613,NORTHWESTERN,Towanda-Grantley,39.33502,-76.66495
1/20/16,20:41:00,6J,2000 W NORTH AVE,LARCENY,,731,WESTERN,Mondawmin,39.30976,-76.65042
1/20/16,21:00:00,6D,0 N LINWOOD AVE,LARCENY FROM AUTO,,222,SOUTHEASTERN,Patterson Park Neighborhood,39.29283,-76.57625
1/20/16,21:05:00,4B,5300 CATALPHA RD,AGG. ASSAULT,KNIFE,423,NORTHEASTERN,Hamilton Hills,39.35389,-76.56896
1/20/16,21:15:00,6C,200 W CHASE ST,LARCENY,,141,CENTRAL,Mid-Town Belvedere,39.3014,-76.6197
1/20/16,21:20:00,4E,1600 STONEWOOD RD,COMMON ASSAULT,HANDS,413,NORTHEASTERN,Stonewood-Pentwood-Winston,39.34859,-76.5861
1/20/16,21:30:00,5D,3800 LIBERTY HEIGHTS AVE,BURGLARY,,642,NORTHWESTERN,Callaway-Garrison,39.32712,-76.68155
1/19/16,0:01:00,3AF,BELVEDERE AV & LANIER AV,ROBBERY - STREET,FIREARM,532,NORTHERN,Levindale,39.35324,-76.66507
1/19/16,0:10:00,4E,800 N STREEPER ST,COMMON ASSAULT,HANDS,323,EASTERN,Madison-Eastend,39.30045,-76.57748
1/19/16,1:01:00,6E,1600 AISQUITH ST,LARCENY,,343,EASTERN,Oliver,39.30892,-76.60248
1/19/16,1:01:00,6D,3100 HANLON AVE,LARCENY FROM AUTO,,641,NORTHWESTERN,Hanlon-Longwood,39.31605,-76.66999
1/19/16,20:05:00,4B,1800 PENROSE AVE,AGG. ASSAULT,KNIFE,711,WESTERN,Franklin Square,39.29133,-76.64654
1/19/16,20:10:00,4E,2100 BARCLAY ST,COMMON ASSAULT,HANDS,341,EASTERN,Barclay,39.31417,-76.61115
1/19/16,20:19:00,3AF,600 E CLEMENT ST,ROBBERY - STREET,FIREARM,943,SOUTHERN,Riverside,39.27407,-76.60525
1/19/16,20:21:00,3AF,600 E HEATH ST,ROBBERY - STREET,FIREARM,943,SOUTHERN,Riverside,39.27088,-76.60493
1/19/16,20:30:00,5E,5900 PARK HEIGHTS AVE,BURGLARY,,632,NORTHWESTERN,Glen,39.35616,-76.68895
1/19/16,20:30:00,6D,5100 RAINTREE WAY,LARCENY FROM AUTO,,442,NORTHEASTERN,Parkside,39.3206,-76.55296
1/19/16,20:41:00,6C,3700 S HANOVER ST,LARCENY,,913,SOUTHERN,Brooklyn,39.2369,-76.61032
1/19/16,1:30:00,6D,1900 CASADEL AVE,LARCENY FROM AUTO,,831,SOUTHWESTERN,Morrell Park,39.26198,-76.65594
1/19/16,3:02:00,4E,1500 E MADISON ST,COMMON ASSAULT,HANDS,313,EASTERN,Gay Street,39.29937,-76.59712
1/19/16,3:40:00,3AF,ST & FAIRHAVEN AV,ROBBERY - STREET,FIREARM,911,SOUTHERN,Curtis Bay,39.23056,-76.59049
1/19/16,4:23:00,5D,6000 MORAVIA RD,BURGLARY,,441,NORTHEASTERN,Pulaski Industrial Area,39.31555,-76.54461
1/19/16,4:23:00,5D,6000 MORAVIA RD,BURGLARY,,441,NORTHEASTERN,Pulaski Industrial Area,39.31555,-76.54461
1/19/16,20:00:00,6E,0 N CALHOUN ST,LARCENY,,742,WESTERN,Sandtown-Winchester,39.30797,-76.64348
1/19/16,20:05:00,4B,1800 PENROSE AVE,AGG. ASSAULT,KNIFE,711,WESTERN,Franklin Square,39.29133,-76.64654
1/19/16,20:05:00,4E,1800 PENROSE AVE,COMMON ASSAULT,HANDS,711,WESTERN,Franklin Square,39.29133,-76.64654
1/19/16,20:56:00,4E,7300 HARFORD RD,COMMON ASSAULT,HANDS,424,NORTHEASTERN,North Harford Road,39.37015,-76.54604
1/19/16,21:00:00,4E,600 WYANOKE AVE,COMMON ASSAULT,HANDS,542,NORTHERN,Pen Lucy,39.33746,-76.60543
1/19/16,21:00:00,6D,400 FONTHILL AVE,LARCENY FROM AUTO,,832,SOUTHWESTERN,Gwynns Falls,39.27876,-76.66348
1/19/16,21:00:00,5A,1200 SCOTT ST,BURGLARY,,932,SOUTHERN,Washington Village/Pigtown,39.27889,-76.62859
1/19/16,21:00:00,7A,FRANKLIN ST & N WARWICK AV,AUTO THEFT,,842,SOUTHWESTERN,Penrose/Fayette Street Outreach,39.29332,-76.65662
1/19/16,21:08:00,7A,2500 MCCULLOH ST,AUTO THEFT,,733,WESTERN,Penn North,39.31316,-76.63975
1/19/16,21:10:00,4B,1600 CHILTON ST,AGG. ASSAULT,KNIFE,411,NORTHEASTERN,Coldstream Homestead Montebello,39.32755,-76.59404
1/19/16,21:10:00,4B,1600 CHILTON ST,AGG. ASSAULT,KNIFE,411,NORTHEASTERN,Coldstream Homestead Montebello,39.32755,-76.59404
1/19/16,21:10:00,4B,1600 CHILTON ST,AGG. ASSAULT,KNIFE,411,NORTHEASTERN,Coldstream Homestead Montebello,39.32755,-76.59404
1/19/16,5:00:00,5D,100 W 39TH ST,BURGLARY,,541,NORTHERN,Tuscany-Canterbury,39.33659,-76.62241
1/19/16,5:00:00,7A,5100 KENILWORTH AVE,AUTO THEFT,,524,NORTHERN,Kenilworth Park,39.34937,-76.60032
1/19/16,5:10:00,5D,4400 PARK HEIGHTS AVE,BURGLARY,,614,NORTHWESTERN,Central Park Heights,39.34054,-76.66696
1/19/16,5:57:00,4E,100 UPMANOR RD,COMMON ASSAULT,HANDS,822,SOUTHWESTERN,Uplands,39.28776,-76.69004
1/19/16,7:30:00,5C,400 S PAYSON ST,BURGLARY,,934,SOUTHERN,Carrollton Ridge,39.28237,-76.64821
1/19/16,7:30:00,7A,1800 WASHINGTON BLVD,AUTO THEFT,,941,SOUTHERN,Carroll - Camden Industrial Area,39.27513,-76.64235
1/19/16,7:44:00,3CF,ST & E MADISON ST,ROBBERY - COMMERCIAL,FIREARM,312,EASTERN,Oldtown,39.2991,-76.60275
1/19/16,8:00:00,3JF,100 N CENTRAL AVE,ROBBERY - RESIDENCE,FIREARM,211,SOUTHEASTERN,Pleasant View Gardens,39.29287,-76.59982
1/19/16,8:00:00,6D,500 DOLPHIN ST,LARCENY FROM AUTO,,123,CENTRAL,Upton,39.30068,-76.62812
1/19/16,8:00:00,6G,1600 EUTAW PL,LARCENY,,132,CENTRAL,Bolton Hill,39.30666,-76.62914
1/19/16,8:00:00,4E,1900 PARK AVE,COMMON ASSAULT,HANDS,133,CENTRAL,Reservoir Hill,39.31198,-76.6281
1/19/16,8:30:00,5A,4900 ROSS RD,BURGLARY,,426,NORTHEASTERN,Waltherson,39.34418,-76.56335
1/19/16,8:53:00,7A,2800 WINCHESTER ST,AUTO THEFT,,814,SOUTHWESTERN,Winchester,39.30143,-76.66369
1/19/16,8:55:00,7A,3500 W LEXINGTON ST,AUTO THEFT,,843,SOUTHWESTERN,Allendale,39.29055,-76.67647
1/19/16,8:57:00,4F,600 PENNSYLVANIA AVE,ASSAULT BY THREAT,,143,CENTRAL,Seton Hill,39.29546,-76.62468
1/19/16,9:10:00,3JF,2000 WILKENS AVE,ROBBERY - RESIDENCE,FIREARM,934,SOUTHERN,Carrollton Ridge,39.28164,-76.64813
1/19/16,9:40:00,4F,4500 HAZELWOOD AVE,ASSAULT BY THREAT,,444,NORTHEASTERN,Frankford,39.33902,-76.54004
1/19/16,9:45:00,4E,4400 LAPLATA AVE,COMMON ASSAULT,HANDS,541,NORTHERN,Medfield,39.34113,-76.6457
1/19/16,10:00:00,6C,2000 W PRATT ST,LARCENY,,934,SOUTHERN,Carrollton Ridge,39.28511,-76.6486
1/19/16,10:20:00,6J,2200 E NORTH AVE,LARCENY,,331,EASTERN,South Clifton Park,39.3125,-76.58739
1/19/16,11:00:00,4B,2900 EDISON HWY,AGG. ASSAULT,KNIFE,434,NORTHEASTERN,Belair-Edison,39.31748,-76.57293
1/19/16,11:09:00,6C,3800 E LOMBARD ST,LARCENY,,223,SOUTHEASTERN,Baltimore Highlands,39.2915,-76.56552
1/19/16,11:15:00,4E,300 N GAY ST,COMMON ASSAULT,HANDS,312,EASTERN,Penn-Fallsway,39.2932,-76.60817
1/19/16,11:22:00,4A,EUTAW ST & W LEXINGTON ST,AGG. ASSAULT,FIREARM,111,CENTRAL,Downtown,39.29147,-76.62105
1/19/16,11:22:00,3AF,EUTAW ST & W LEXINGTON ST,ROBBERY - STREET,FIREARM,111,CENTRAL,Downtown,39.29147,-76.62105
1/19/16,11:30:00,5A,4800 WALTHER AVE,BURGLARY,,426,NORTHEASTERN,Waltherson,39.34221,-76.56275
1/19/16,11:46:00,5A,3600 ELMLEY AVE,BURGLARY,,432,NORTHEASTERN,Belair-Edison,39.31732,-76.56823
1/19/16,12:00:00,5A,1700 N GAY ST,BURGLARY,,331,EASTERN,Broadway East,39.31031,-76.58671
1/19/16,12:00:00,7A,1000 N KENWOOD AVE,AUTO THEFT,,323,EASTERN,Madison-Eastend,39.30209,-76.57829
1/19/16,12:00:00,6D,2300 DRUID HILL AVE,LARCENY FROM AUTO,,733,WESTERN,Penn North,39.31103,-76.63895
1/19/16,12:00:00,3AF,200 N HOWARD ST,ROBBERY - STREET,FIREARM,111,CENTRAL,Downtown,39.29165,-76.61961
1/19/16,12:12:00,4E,500 E PRESTON ST,COMMON ASSAULT,HANDS,311,EASTERN,Johnston Square,39.30475,-76.60921
1/19/16,12:25:00,6C,1700 E NORTHERN PKWY,LARCENY,,415,NORTHEASTERN,Loch Raven,39.3666,-76.58332
